epoch,train_loss,val_loss,lr,best_val_loss
202,0.299096,,3.34e-04,0.367359
203,0.293028,,3.32e-04,0.367359
204,0.291610,,3.31e-04,0.367359
205,0.294053,0.395366,3.29e-04,0.367359
206,0.287665,,3.28e-04,0.367359
207,0.290782,,3.26e-04,0.367359
208,0.288959,,3.25e-04,0.367359
209,0.294479,,3.23e-04,0.367359
210,0.292477,0.386459,3.21e-04,0.367359
211,0.293699,,3.20e-04,0.367359
212,0.288326,,3.18e-04,0.367359
213,0.292253,,3.17e-04,0.367359
214,0.290618,,3.15e-04,0.367359
215,0.292847,0.377260,3.14e-04,0.367359
216,0.295546,,3.12e-04,0.367359
217,0.287989,,3.11e-04,0.367359
218,0.290932,,3.09e-04,0.367359
219,0.297012,,3.08e-04,0.367359
220,0.287273,0.399448,3.06e-04,0.367359
221,0.290334,,3.04e-04,0.367359
222,0.287290,,3.03e-04,0.367359
223,0.288784,,3.01e-04,0.367359
224,0.290532,,3.00e-04,0.367359
225,0.292815,0.382036,2.98e-04,0.367359
226,0.288785,,2.97e-04,0.367359
227,0.280495,,2.95e-04,0.367359
228,0.282397,,2.93e-04,0.367359
229,0.287512,,2.92e-04,0.367359
230,0.283093,0.399720,2.90e-04,0.367359
231,0.295987,,2.89e-04,0.367359
232,0.288276,,2.87e-04,0.367359
233,0.286462,,2.86e-04,0.367359
234,0.283742,,2.84e-04,0.367359
235,0.282523,0.383502,2.82e-04,0.367359
236,0.288730,,2.81e-04,0.367359
237,0.287377,,2.79e-04,0.367359
238,0.283388,,2.78e-04,0.367359
239,0.283188,,2.76e-04,0.367359
240,0.283519,0.397511,2.74e-04,0.367359
241,0.289439,,2.73e-04,0.367359
242,0.283605,,2.71e-04,0.367359
243,0.281696,,2.70e-04,0.367359
244,0.280384,,2.68e-04,0.367359
245,0.287561,0.426568,2.66e-04,0.367359
246,0.280258,,2.65e-04,0.367359
247,0.282986,,2.63e-04,0.367359
248,0.282923,,2.62e-04,0.367359
249,0.287051,,2.60e-04,0.367359
250,0.287849,0.389885,2.58e-04,0.367359
251,0.280472,,2.57e-04,0.367359
252,0.283396,,2.55e-04,0.367359
253,0.283266,,2.54e-04,0.367359
254,0.287191,,2.52e-04,0.367359
255,0.285296,0.430134,2.50e-04,0.367359
256,0.279485,,2.49e-04,0.367359
257,0.284850,,2.47e-04,0.367359
258,0.284565,,2.46e-04,0.367359
259,0.280365,,2.44e-04,0.367359
260,0.277111,0.404842,2.43e-04,0.367359
