epoch,train_loss,val_loss,lr,best_val_loss
341,0.052338,,1.20e-04,0.051570
342,0.050796,,1.18e-04,0.051570
343,0.051822,,1.17e-04,0.051570
344,0.051854,,1.16e-04,0.051570
345,0.054052,0.053884,1.14e-04,0.051570
346,0.052093,,1.13e-04,0.051570
347,0.050456,,1.12e-04,0.051570
348,0.049077,,1.10e-04,0.051570
349,0.050945,,1.09e-04,0.051570
350,0.049940,0.049112,1.08e-04,0.049112
351,0.050458,,1.06e-04,0.049112
352,0.050630,,1.05e-04,0.049112
353,0.052923,,1.04e-04,0.049112
354,0.052726,,1.03e-04,0.049112
355,0.051399,0.051272,1.01e-04,0.049112
356,0.052256,,1.00e-04,0.049112
357,0.051100,,9.87e-05,0.049112
358,0.051152,,9.75e-05,0.049112
359,0.051518,,9.62e-05,0.049112
360,0.051271,0.052619,9.49e-05,0.049112
361,0.051391,,9.37e-05,0.049112
362,0.052802,,9.25e-05,0.049112
363,0.051961,,9.12e-05,0.049112
364,0.052282,,9.00e-05,0.049112
365,0.050266,0.058533,8.88e-05,0.049112
366,0.052414,,8.76e-05,0.049112
367,0.051318,,8.63e-05,0.049112
368,0.051593,,8.51e-05,0.049112
369,0.050686,,8.39e-05,0.049112
370,0.051037,0.059351,8.28e-05,0.049112
371,0.051897,,8.16e-05,0.049112
372,0.051509,,8.04e-05,0.049112
373,0.050925,,7.92e-05,0.049112
374,0.049311,,7.81e-05,0.049112
375,0.052104,0.054603,7.69e-05,0.049112
376,0.051210,,7.58e-05,0.049112
377,0.049580,,7.46e-05,0.049112
378,0.051280,,7.35e-05,0.049112
379,0.050140,,7.24e-05,0.049112
380,0.050043,0.056986,7.13e-05,0.049112
381,0.051353,,7.02e-05,0.049112
382,0.050056,,6.91e-05,0.049112
383,0.050355,,6.80e-05,0.049112
384,0.048928,,6.69e-05,0.049112
385,0.050519,0.054059,6.58e-05,0.049112
386,0.049764,,6.47e-05,0.049112
387,0.051536,,6.37e-05,0.049112
388,0.050818,,6.26e-05,0.049112
389,0.050394,,6.16e-05,0.049112
390,0.049511,0.050499,6.05e-05,0.049112
391,0.050369,,5.95e-05,0.049112
392,0.049795,,5.85e-05,0.049112
393,0.049866,,5.74e-05,0.049112
394,0.051356,,5.64e-05,0.049112
395,0.048458,0.056572,5.54e-05,0.049112
396,0.051452,,5.44e-05,0.049112
397,0.050384,,5.35e-05,0.049112
398,0.049901,,5.25e-05,0.049112
399,0.049730,,5.15e-05,0.049112
400,0.051845,0.051466,5.05e-05,0.049112
401,0.051146,,4.96e-05,0.049112
402,0.050960,,4.87e-05,0.049112
403,0.049533,,4.77e-05,0.049112
404,0.049654,,4.68e-05,0.049112
405,0.049450,0.051286,4.59e-05,0.049112
406,0.048706,,4.50e-05,0.049112
407,0.050572,,4.41e-05,0.049112
408,0.049127,,4.32e-05,0.049112
409,0.049967,,4.23e-05,0.049112
410,0.049361,0.055838,4.14e-05,0.049112
411,0.049799,,4.05e-05,0.049112
412,0.050578,,3.97e-05,0.049112
413,0.050707,,3.88e-05,0.049112
414,0.049809,,3.80e-05,0.049112
415,0.050186,0.050416,3.71e-05,0.049112
416,0.050463,,3.63e-05,0.049112
417,0.051741,,3.55e-05,0.049112
418,0.051168,,3.47e-05,0.049112
419,0.049180,,3.39e-05,0.049112
420,0.049184,0.055209,3.31e-05,0.049112
421,0.051168,,3.23e-05,0.049112
422,0.050169,,3.16e-05,0.049112
423,0.047741,,3.08e-05,0.049112
424,0.050427,,3.00e-05,0.049112
425,0.049906,0.055879,2.93e-05,0.049112
426,0.049271,,2.86e-05,0.049112
427,0.049723,,2.78e-05,0.049112
428,0.050279,,2.71e-05,0.049112
429,0.051008,,2.64e-05,0.049112
430,0.049938,0.052365,2.57e-05,0.049112
431,0.049176,,2.50e-05,0.049112
432,0.049106,,2.43e-05,0.049112
433,0.051024,,2.37e-05,0.049112
434,0.050058,,2.30e-05,0.049112
435,0.049435,0.050377,2.24e-05,0.049112
436,0.050096,,2.17e-05,0.049112
437,0.050267,,2.11e-05,0.049112
438,0.049078,,2.05e-05,0.049112
439,0.049731,,1.98e-05,0.049112
440,0.049406,0.052339,1.92e-05,0.049112
441,0.050765,,1.86e-05,0.049112
442,0.050170,,1.81e-05,0.049112
443,0.050121,,1.75e-05,0.049112
444,0.050127,,1.69e-05,0.049112
445,0.050435,0.055432,1.64e-05,0.049112
446,0.050214,,1.58e-05,0.049112
447,0.050081,,1.53e-05,0.049112
448,0.050210,,1.47e-05,0.049112
449,0.048922,,1.42e-05,0.049112
450,0.049176,0.053919,1.37e-05,0.049112
451,0.049224,,1.32e-05,0.049112
452,0.049232,,1.27e-05,0.049112
453,0.048520,,1.22e-05,0.049112
454,0.049161,,1.18e-05,0.049112
455,0.048548,0.049623,1.13e-05,0.049112
456,0.049780,,1.09e-05,0.049112
457,0.051359,,1.04e-05,0.049112
458,0.049622,,9.99e-06,0.049112
459,0.048534,,9.57e-06,0.049112
460,0.048405,0.053470,9.16e-06,0.049112
461,0.049603,,8.76e-06,0.049112
462,0.050379,,8.37e-06,0.049112
463,0.049659,,7.99e-06,0.049112
464,0.051094,,7.62e-06,0.049112
465,0.049571,0.054796,7.26e-06,0.049112
466,0.049899,,6.90e-06,0.049112
467,0.050859,,6.56e-06,0.049112
468,0.050091,,6.23e-06,0.049112
469,0.048087,,5.91e-06,0.049112
470,0.049293,0.050280,5.60e-06,0.049112
471,0.049605,,5.30e-06,0.049112
472,0.049779,,5.01e-06,0.049112
473,0.049909,,4.73e-06,0.049112
474,0.049979,,4.46e-06,0.049112
475,0.049758,0.055939,4.20e-06,0.049112
476,0.049029,,3.95e-06,0.049112
477,0.050905,,3.71e-06,0.049112
478,0.050465,,3.48e-06,0.049112
479,0.050781,,3.26e-06,0.049112
480,0.048756,0.054523,3.05e-06,0.049112
481,0.050121,,2.85e-06,0.049112
482,0.051073,,2.66e-06,0.049112
483,0.049215,,2.48e-06,0.049112
484,0.050148,,2.31e-06,0.049112
485,0.049765,0.051731,2.15e-06,0.049112
486,0.049557,,2.00e-06,0.049112
487,0.051339,,1.87e-06,0.049112
488,0.051767,,1.74e-06,0.049112
489,0.049695,,1.62e-06,0.049112
490,0.049148,0.049935,1.51e-06,0.049112
491,0.049445,,1.42e-06,0.049112
492,0.049674,,1.33e-06,0.049112
493,0.049662,,1.25e-06,0.049112
494,0.048190,,1.18e-06,0.049112
495,0.049624,0.051732,1.13e-06,0.049112
496,0.049751,,1.08e-06,0.049112
497,0.048851,,1.05e-06,0.049112
498,0.049245,,1.02e-06,0.049112
499,0.049188,,1.01e-06,0.049112
500,0.048615,0.056990,1.00e-06,0.049112
